edad,nivel_formacion,rol_tecnologico,seniority,antiguedad_meses,modalidad_trabajo,tipo_contrato,salario_mensual,cantidad_horas_extra_mes,capacitacion_ultimo_anio,evaluacion_desempeno,cantidad_empresas_anteriores,satisfaccion_laboral,satisfaccion_ambiente,equilibrio_vida_trabajo,estancamiento_carrera,feedback_lider,desercion
22,Universitario,Mobile,Junior,5,Presencial,Indefinido,7432208,0,Si,3,4,3,4,5,5,2,No
27,Tecnico,DevOps,Senior,18,Hibrido,Plazo fijo,15187442,0,Si,3,2,3,2,4,2,3,No
27,Universitario,QA,Junior,6,Remoto,Eventual,5181376,0,Si,4,1,2,3,2,3,3,No
26,Universitario,Mobile,Semi-Senior,8,Remoto,Indefinido,8715872,3,Si,4,2,3,5,3,2,3,No
40,Posgrado,Frontend,Senior,13,Hibrido,Indefinido,17433564,8,No,3,1,4,2,4,2,4,No
32,Universitario,Fullstack,Junior,41,Presencial,Indefinido,5456740,10,No,2,2,5,3,3,4,3,Si
22,Posgrado,Frontend,Junior,1,Presencial,Indefinido,5693669,4,Si,4,3,3,2,5,3,2,Si
35,Universitario,Fullstack,Semi-Senior,26,Presencial,Indefinido,9210846,9,Si,3,1,1,3,3,2,2,No
42,Secundaria,Fullstack,Junior,27,Hibrido,Indefinido,4734456,3,Si,2,2,4,3,5,2,4,No
36,Universitario,Frontend,Semi-Senior,39,Presencial,Indefinido,9309231,8,Si,3,4,3,3,3,3,3,No
20,Posgrado,Backend,Senior,65,Hibrido,Indefinido,15610764,0,Si,4,0,2,3,3,3,2,No
27,Universitario,Frontend,Junior,1,Hibrido,Indefinido,6004819,3,No,3,4,2,4,3,2,3,No
37,Posgrado,DevOps,Semi-Senior,5,Remoto,Indefinido,11495433,12,No,5,2,3,5,3,2,3,Si
25,Posgrado,Data,Semi-Senior,53,Hibrido,Indefinido,12215784,12,Si,2,0,2,3,2,3,2,No
32,Universitario,Frontend,Junior,15,Remoto,Plazo fijo,6467582,10,No,5,1,3,3,3,1,3,No
34,Universitario,Data,Semi-Senior,20,Remoto,Plazo fijo,7840268,1,No,3,1,5,4,3,3,4,No
24,Universitario,Fullstack,Junior,27,Presencial,Indefinido,6434722,2,Si,3,1,2,2,1,3,5,No
29,Universitario,Backend,Semi-Senior,28,Remoto,Indefinido,12770938,40,No,2,3,5,3,1,5,4,No
20,Posgrado,Frontend,Junior,65,Hibrido,Plazo fijo,5329297,0,No,4,1,4,3,5,3,2,Si
23,Posgrado,Fullstack,Semi-Senior,120,Hibrido,Eventual,10730864,1,Si,2,1,3,4,4,3,3,No
28,Universitario,DevOps,Junior,31,Hibrido,Indefinido,4552635,1,No,4,4,3,5,3,3,3,No
22,Universitario,Mobile,Senior,9,Remoto,Indefinido,11983638,3,Si,2,1,2,3,3,2,4,No
39,Universitario,Frontend,Trainee,51,Hibrido,Indefinido,3620140,1,Si,2,2,4,5,4,3,4,Si
21,Universitario,Frontend,Semi-Senior,2,Hibrido,Indefinido,12596127,5,No,3,2,4,2,3,3,5,No
27,Posgrado,Fullstack,Semi-Senior,7,Remoto,Indefinido,10975904,5,Si,3,0,1,4,4,3,3,No
30,Universitario,Backend,Senior,55,Presencial,Indefinido,13791671,18,Si,4,1,5,4,2,2,3,No
38,Universitario,Backend,Semi-Senior,8,Remoto,Plazo fijo,9061892,0,Si,5,3,1,2,3,2,1,Si
21,Tecnico,Backend,Semi-Senior,6,Remoto,Indefinido,10431543,3,No,3,3,3,3,4,1,2,No
36,Universitario,DevOps,Senior,4,Remoto,Indefinido,17963266,7,No,3,1,1,3,4,3,2,No
30,Universitario,Data,Senior,48,Remoto,Indefinido,15078140,7,No,4,1,3,2,1,3,2,No
24,Universitario,Fullstack,Junior,17,Remoto,Indefinido,7559014,5,No,3,0,3,1,3,5,2,No
32,Tecnico,QA,Semi-Senior,27,Presencial,Indefinido,12671614,13,Si,4,0,3,3,4,3,2,No
31,Universitario,Backend,Senior,7,Remoto,Indefinido,19485356,0,Si,3,2,4,3,3,2,4,Si
26,Posgrado,Fullstack,Lead,35,Hibrido,Eventual,18909308,13,No,3,8,3,3,2,2,1,Si
30,Universitario,Backend,Senior,35,Hibrido,Indefinido,18466897,5,No,2,2,4,4,3,4,3,No
27,Tecnico,Mobile,Semi-Senior,9,Presencial,Plazo fijo,7915767,1,Si,4,4,2,2,4,4,4,No
30,Secundaria,Data,Junior,13,Remoto,Eventual,4801364,17,Si,4,2,3,3,2,4,3,Si
33,Universitario,Mobile,Semi-Senior,6,Remoto,Indefinido,8327878,8,No,3,2,3,5,3,2,5,Si
39,Universitario,Backend,Senior,91,Remoto,Indefinido,19214491,1,No,2,3,3,4,3,4,3,No
22,Universitario,Mobile,Semi-Senior,25,Hibrido,Indefinido,10369415,0,No,3,3,4,4,3,4,5,No
42,Universitario,Frontend,Semi-Senior,66,Presencial,Eventual,9418126,1,Si,5,2,3,2,3,2,2,No
20,Universitario,QA,Senior,9,Hibrido,Eventual,14703713,7,No,4,3,3,3,2,4,5,No
29,Universitario,Fullstack,Semi-Senior,37,Remoto,Plazo fijo,10492804,1,No,3,1,2,1,4,3,2,No
33,Universitario,Fullstack,Senior,35,Remoto,Indefinido,11381856,2,No,4,6,4,4,4,3,5,No
31,Posgrado,Fullstack,Semi-Senior,29,Hibrido,Plazo fijo,10643512,0,No,4,2,4,5,3,3,3,No
26,Tecnico,Mobile,Junior,81,Presencial,Indefinido,6211909,10,No,5,4,3,2,2,4,4,Si
28,Universitario,Frontend,Semi-Senior,13,Hibrido,Indefinido,7763361,13,No,2,3,3,2,2,4,4,Si
27,Universitario,Mobile,Senior,4,Hibrido,Indefinido,15579097,12,No,3,1,3,3,4,3,3,Si
26,Universitario,Backend,Junior,27,Remoto,Indefinido,7919008,1,No,2,1,4,4,3,2,4,No
35,Universitario,Mobile,Junior,32,Hibrido,Plazo fijo,7446086,18,No,3,0,4,3,2,2,3,No
32,Universitario,QA,Lead,21,Hibrido,Indefinido,26696693,8,No,4,0,4,3,2,4,2,Si
25,Posgrado,DevOps,Junior,6,Hibrido,Indefinido,5548025,18,No,3,3,3,3,3,4,4,No
35,Tecnico,Fullstack,Semi-Senior,17,Presencial,Indefinido,10998880,4,No,2,2,4,3,3,4,2,No
31,Tecnico,Fullstack,Semi-Senior,9,Remoto,Eventual,10268896,4,No,4,4,4,4,3,3,3,No
34,Universitario,Frontend,Semi-Senior,14,Hibrido,Plazo fijo,8661127,12,No,4,5,2,3,2,3,2,No
33,Universitario,DevOps,Semi-Senior,25,Hibrido,Indefinido,11253459,0,No,3,2,2,3,4,3,4,No
25,Universitario,Backend,Junior,33,Hibrido,Indefinido,7662639,5,Si,3,0,4,2,3,2,2,No
26,Tecnico,Fullstack,Semi-Senior,7,Remoto,Indefinido,12768084,14,No,4,8,2,4,2,4,2,No
34,Tecnico,Backend,Semi-Senior,13,Remoto,Eventual,11656630,14,No,4,8,1,3,4,3,2,No
33,Posgrado,Frontend,Semi-Senior,8,Remoto,Indefinido,9854135,25,Si,3,4,4,3,2,2,2,No
29,Tecnico,Mobile,Junior,6,Hibrido,Indefinido,6877086,9,No,3,0,5,4,1,4,4,No
30,Universitario,Frontend,Semi-Senior,37,Hibrido,Indefinido,7476377,1,Si,5,2,2,3,5,2,4,No
37,Universitario,DevOps,Junior,58,Presencial,Indefinido,4898422,0,Si,3,1,2,3,3,3,4,No
26,Universitario,Backend,Junior,12,Remoto,Plazo fijo,4621937,5,No,4,0,3,3,4,2,3,No
33,Tecnico,Frontend,Junior,34,Presencial,Indefinido,5633629,5,Si,4,1,5,3,5,2,3,No
28,Universitario,Fullstack,Junior,55,Hibrido,Indefinido,7957822,2,Si,2,2,3,2,2,3,3,No
28,Tecnico,Frontend,Senior,45,Remoto,Indefinido,11378355,1,Si,3,2,3,2,4,2,4,No
36,Posgrado,Backend,Junior,5,Remoto,Indefinido,6391369,7,Si,2,1,4,4,4,2,4,No
34,Universitario,Mobile,Lead,76,Hibrido,Eventual,18993611,11,No,3,0,3,3,2,5,3,Si
34,Universitario,Frontend,Lead,12,Hibrido,Indefinido,24737024,39,No,5,0,5,3,3,3,4,No
37,Posgrado,QA,Semi-Senior,10,Presencial,Eventual,10115848,11,No,3,4,3,2,2,4,2,No
30,Universitario,Frontend,Junior,2,Remoto,Plazo fijo,7582882,12,Si,2,1,3,3,3,2,4,Si
34,Universitario,Backend,Semi-Senior,16,Remoto,Indefinido,8675259,7,Si,5,1,4,3,2,3,3,No
28,Universitario,DevOps,Senior,3,Presencial,Indefinido,19173192,34,Si,3,2,3,3,2,1,2,No
31,Universitario,Backend,Semi-Senior,7,Hibrido,Indefinido,7549391,8,No,2,1,2,3,2,3,4,Si
29,Universitario,Frontend,Junior,10,Remoto,Plazo fijo,4927479,15,No,5,2,2,4,2,3,2,Si
30,Posgrado,Backend,Semi-Senior,40,Remoto,Indefinido,12712717,23,No,3,1,2,5,2,3,1,No
33,Universitario,Backend,Senior,51,Presencial,Indefinido,12360764,21,No,5,2,4,4,1,4,4,Si
25,Universitario,QA,Senior,9,Hibrido,Indefinido,14171553,3,No,4,4,2,4,3,4,4,No
42,Universitario,Backend,Junior,47,Presencial,Plazo fijo,6280192,0,No,5,3,4,4,3,3,2,No
23,Universitario,DevOps,Semi-Senior,47,Presencial,Indefinido,9594545,1,No,4,1,3,3,3,5,4,No
22,Tecnico,QA,Junior,35,Remoto,Indefinido,7682999,0,Si,4,2,2,3,3,3,4,No
36,Universitario,Fullstack,Junior,4,Remoto,Indefinido,5625832,0,Si,3,2,2,3,3,2,3,Si
34,Posgrado,QA,Senior,29,Remoto,Indefinido,18406465,1,No,3,0,3,3,3,3,5,No
33,Tecnico,Backend,Junior,70,Presencial,Plazo fijo,7335142,3,No,2,5,3,3,2,3,2,No
33,Universitario,Data,Junior,28,Remoto,Indefinido,7747727,6,No,4,3,4,3,3,3,1,Si
29,Universitario,Frontend,Trainee,10,Hibrido,Plazo fijo,3756350,9,No,4,3,3,4,3,3,2,No
24,Universitario,Mobile,Senior,17,Hibrido,Plazo fijo,16790740,1,Si,3,4,2,4,4,3,1,No
30,Tecnico,Fullstack,Senior,25,Hibrido,Indefinido,19951442,8,No,2,5,3,2,3,4,5,No
25,Universitario,Backend,Semi-Senior,18,Presencial,Plazo fijo,7840597,9,No,4,1,5,3,2,3,3,No
35,Universitario,Mobile,Senior,4,Remoto,Indefinido,11850122,6,Si,5,2,1,3,4,3,5,No
29,Universitario,Mobile,Junior,9,Hibrido,Indefinido,4946880,18,No,3,2,3,2,3,3,3,No
25,Universitario,Frontend,Semi-Senior,39,Presencial,Plazo fijo,9572703,0,Si,3,1,4,3,5,2,2,Si
28,Universitario,Frontend,Semi-Senior,48,Presencial,Indefinido,7730559,1,Si,3,4,4,4,2,2,1,Si
32,Posgrado,Mobile,Junior,4,Presencial,Plazo fijo,5021727,4,No,4,0,4,4,3,2,3,No
26,Universitario,Mobile,Semi-Senior,74,Presencial,Indefinido,8862015,1,No,3,5,3,2,4,3,4,No
25,Universitario,Data,Lead,10,Hibrido,Eventual,25839111,6,Si,3,0,2,4,3,4,3,No
31,Tecnico,DevOps,Trainee,27,Remoto,Indefinido,4532713,4,Si,4,1,5,2,2,4,2,No
31,Posgrado,Data,Junior,34,Presencial,Indefinido,7460356,2,No,4,2,4,3,3,2,4,No
26,Posgrado,Mobile,Junior,41,Presencial,Indefinido,5046312,1,Si,3,1,3,3,4,3,4,No
27,Universitario,Backend,Junior,70,Hibrido,Plazo fijo,6316344,3,No,3,0,2,4,2,3,3,No
31,Posgrado,Frontend,Lead,10,Remoto,Plazo fijo,17005464,7,No,5,0,3,3,3,3,3,Si
21,Universitario,DevOps,Semi-Senior,47,Hibrido,Indefinido,9876673,6,Si,3,0,4,2,2,2,1,No
21,Universitario,Mobile,Semi-Senior,4,Hibrido,Eventual,8282322,1,No,3,1,3,2,3,5,4,Si
25,Tecnico,Frontend,Senior,30,Hibrido,Indefinido,15605677,1,No,2,3,3,4,4,5,3,No
28,Universitario,Backend,Junior,33,Hibrido,Indefinido,6043912,0,No,4,5,5,3,3,3,1,No
31,Tecnico,Data,Semi-Senior,28,Presencial,Eventual,10496425,0,Si,3,1,4,3,4,2,2,No
38,Posgrado,Fullstack,Semi-Senior,7,Remoto,Eventual,8705692,16,Si,3,0,2,4,2,3,4,No
35,Universitario,Fullstack,Semi-Senior,50,Hibrido,Plazo fijo,8008507,0,No,4,0,3,4,4,2,3,No
29,Universitario,Fullstack,Lead,5,Hibrido,Eventual,15626776,10,No,2,3,3,5,3,4,2,Si
29,Secundaria,Backend,Senior,2,Remoto,Indefinido,12761987,16,Si,4,3,4,2,4,3,3,No
23,Universitario,Backend,Semi-Senior,31,Remoto,Eventual,7982099,0,Si,3,3,3,3,3,1,2,No
29,Universitario,Backend,Senior,16,Presencial,Indefinido,14486082,4,Si,3,1,5,4,4,2,3,No
28,Universitario,Frontend,Junior,46,Hibrido,Indefinido,7819894,26,No,3,0,4,5,3,3,3,Si
31,Tecnico,DevOps,Trainee,12,Presencial,Indefinido,4550642,14,Si,3,1,3,3,3,3,5,No
25,Posgrado,Fullstack,Junior,5,Presencial,Indefinido,6291825,5,No,3,6,5,3,5,3,5,No
33,Universitario,QA,Semi-Senior,44,Remoto,Indefinido,10110041,11,Si,3,2,4,5,1,2,1,Si
39,Universitario,QA,Semi-Senior,20,Remoto,Indefinido,9494903,14,No,4,3,2,3,3,3,3,Si
29,Universitario,Backend,Semi-Senior,6,Remoto,Indefinido,7516031,3,No,3,1,3,4,3,3,2,Si
32,Universitario,Mobile,Lead,31,Hibrido,Indefinido,15047367,17,No,2,2,4,5,2,4,2,No
34,Universitario,Fullstack,Semi-Senior,18,Presencial,Indefinido,12695908,5,Si,5,0,4,4,5,2,1,No
27,Universitario,QA,Semi-Senior,23,Presencial,Indefinido,8632748,6,No,4,5,4,4,3,3,2,No
31,Posgrado,Backend,Trainee,15,Remoto,Indefinido,4507960,40,Si,5,1,3,4,2,3,2,Si
30,Universitario,Mobile,Trainee,43,Hibrido,Plazo fijo,3668640,14,Si,3,3,3,3,2,3,4,Si
30,Posgrado,Mobile,Semi-Senior,43,Hibrido,Eventual,7364716,3,No,4,2,2,2,4,4,2,No
25,Posgrado,Backend,Semi-Senior,30,Remoto,Plazo fijo,9674691,0,No,4,2,5,4,3,2,1,No
30,Universitario,Frontend,Senior,3,Remoto,Indefinido,16327701,7,Si,3,1,3,3,3,3,3,No
32,Posgrado,Mobile,Junior,44,Remoto,Plazo fijo,6156447,9,Si,2,2,2,4,2,1,3,No
38,Tecnico,DevOps,Trainee,27,Presencial,Indefinido,3244697,8,No,3,0,5,4,3,3,3,Si
35,Posgrado,Backend,Semi-Senior,29,Remoto,Indefinido,12253087,27,No,4,2,5,4,2,4,4,Si
42,Universitario,Mobile,Junior,11,Remoto,Indefinido,5226487,15,Si,4,1,3,2,4,2,4,No
25,Posgrado,Backend,Trainee,51,Hibrido,Plazo fijo,4076333,4,No,3,0,1,4,3,5,3,No
35,Posgrado,Mobile,Senior,32,Hibrido,Indefinido,19352804,0,Si,4,6,3,1,3,2,3,Si
31,Posgrado,Backend,Junior,3,Hibrido,Indefinido,4954623,5,No,4,2,5,2,3,2,3,Si
43,Universitario,QA,Semi-Senior,13,Remoto,Indefinido,8310646,9,No,3,4,3,4,2,4,4,Si
25,Universitario,Backend,Junior,53,Presencial,Eventual,4541340,7,Si,2,0,2,3,5,3,2,No
24,Tecnico,Backend,Junior,2,Hibrido,Plazo fijo,6840107,6,No,4,1,4,3,4,5,4,No
26,Universitario,Frontend,Semi-Senior,79,Presencial,Indefinido,7969738,5,No,3,1,3,3,3,2,3,Si
20,Tecnico,Frontend,Senior,28,Remoto,Indefinido,19169815,2,No,4,2,3,5,5,3,2,No
26,Universitario,Fullstack,Semi-Senior,24,Presencial,Indefinido,7892743,2,No,5,1,3,2,3,3,5,No
25,Universitario,Backend,Senior,8,Presencial,Plazo fijo,13014751,5,No,4,1,5,5,4,4,2,No
30,Posgrado,QA,Junior,7,Hibrido,Indefinido,6148184,1,Si,5,1,4,5,4,3,4,No
32,Universitario,Frontend,Senior,69,Remoto,Eventual,12413285,3,Si,3,2,2,3,3,3,2,No
41,Posgrado,Backend,Junior,9,Presencial,Indefinido,7640283,3,Si,4,3,4,3,4,1,4,No
35,Tecnico,Backend,Semi-Senior,36,Presencial,Plazo fijo,9525525,7,No,5,3,3,3,3,3,5,Si
26,Posgrado,Frontend,Semi-Senior,12,Remoto,Indefinido,8330657,0,No,4,0,3,3,2,3,4,Si
24,Posgrado,Frontend,Lead,4,Hibrido,Indefinido,24352819,14,No,5,7,3,4,3,4,3,No
32,Universitario,Fullstack,Semi-Senior,1,Remoto,Indefinido,12516243,6,Si,3,2,2,4,4,2,4,No
22,Universitario,Fullstack,Trainee,19,Presencial,Indefinido,4057975,8,No,3,2,3,2,2,3,3,No
40,Universitario,Fullstack,Trainee,90,Hibrido,Indefinido,3651021,9,No,4,2,4,3,3,2,4,No
37,Tecnico,Fullstack,Senior,12,Presencial,Plazo fijo,11945161,2,No,4,2,3,2,2,2,3,No
27,Universitario,Fullstack,Semi-Senior,11,Presencial,Indefinido,12000783,5,Si,3,0,4,4,3,3,2,Si
20,Universitario,Frontend,Senior,11,Remoto,Plazo fijo,13328767,25,Si,4,3,3,4,2,3,5,No
38,Tecnico,Fullstack,Junior,18,Hibrido,Plazo fijo,7207133,11,No,4,0,4,2,4,3,4,No
29,Universitario,Data,Semi-Senior,14,Remoto,Indefinido,11819523,27,No,3,1,5,4,2,2,2,No
37,Tecnico,Fullstack,Trainee,51,Hibrido,Plazo fijo,3989658,10,Si,4,4,3,3,3,2,4,No
20,Secundaria,Mobile,Lead,17,Hibrido,Plazo fijo,27234587,1,No,4,2,4,4,3,2,2,Si
26,Tecnico,Backend,Semi-Senior,18,Hibrido,Indefinido,9694991,0,Si,3,3,4,3,2,3,4,No
30,Posgrado,DevOps,Lead,4,Remoto,Plazo fijo,21622266,6,No,4,3,3,3,1,4,3,Si
30,Universitario,DevOps,Junior,98,Hibrido,Indefinido,6297555,3,No,3,3,4,4,2,3,5,Si
27,Posgrado,Fullstack,Semi-Senior,7,Hibrido,Indefinido,7053010,2,Si,3,1,1,5,4,1,4,Si
33,Universitario,Data,Semi-Senior,2,Hibrido,Plazo fijo,12805333,13,No,4,1,1,2,3,3,2,Si
23,Universitario,Frontend,Junior,27,Hibrido,Indefinido,5822248,3,Si,4,2,3,4,4,3,4,No
29,Universitario,Frontend,Senior,22,Hibrido,Indefinido,11907272,3,Si,2,1,4,4,2,3,3,No
30,Universitario,DevOps,Lead,13,Remoto,Indefinido,27763592,15,No,3,2,3,4,3,4,3,Si
33,Tecnico,DevOps,Senior,14,Hibrido,Plazo fijo,15074411,14,Si,4,4,4,2,1,3,3,No
34,Universitario,Frontend,Senior,37,Remoto,Eventual,11536364,3,Si,4,5,2,2,4,4,3,No
23,Universitario,Backend,Junior,6,Presencial,Indefinido,6458919,14,Si,4,1,4,3,2,3,5,No
20,Universitario,Frontend,Junior,42,Remoto,Plazo fijo,6228719,15,Si,4,3,5,4,3,3,4,No
37,Universitario,Backend,Lead,26,Remoto,Eventual,15903057,4,Si,3,1,3,3,3,4,2,No
31,Tecnico,DevOps,Trainee,14,Presencial,Indefinido,4750652,0,Si,3,2,4,3,3,3,2,No
25,Tecnico,Fullstack,Senior,15,Remoto,Indefinido,13619909,0,No,4,4,3,4,1,3,2,No
39,Universitario,Backend,Senior,8,Hibrido,Plazo fijo,11663478,5,Si,4,2,4,5,5,4,4,No
30,Universitario,Backend,Semi-Senior,34,Remoto,Plazo fijo,11139524,3,No,4,1,5,4,3,3,3,No
37,Tecnico,Frontend,Lead,18,Remoto,Eventual,24691578,40,Si,4,3,4,4,1,4,2,Si
30,Posgrado,Backend,Junior,10,Hibrido,Indefinido,6916207,11,Si,3,3,4,3,4,4,5,No
42,Tecnico,Mobile,Semi-Senior,22,Presencial,Indefinido,7990993,11,Si,3,3,2,3,4,5,4,No
40,Universitario,Data,Trainee,120,Hibrido,Indefinido,3103088,24,No,4,4,4,3,2,3,3,No
28,Posgrado,QA,Semi-Senior,14,Presencial,Indefinido,8588049,17,No,4,2,5,3,4,4,3,No
35,Universitario,Frontend,Junior,61,Presencial,Indefinido,5459296,3,No,3,3,2,2,3,4,2,Si
33,Tecnico,QA,Semi-Senior,11,Presencial,Plazo fijo,8813948,1,Si,4,1,3,4,4,3,4,No
38,Tecnico,DevOps,Senior,2,Hibrido,Indefinido,11262530,10,No,4,1,4,5,3,3,3,No
24,Universitario,DevOps,Lead,6,Remoto,Plazo fijo,18631097,3,Si,4,1,4,4,5,3,4,No
34,Tecnico,Fullstack,Junior,14,Presencial,Indefinido,6014520,5,Si,4,1,2,4,2,1,4,No
36,Universitario,Backend,Semi-Senior,6,Presencial,Indefinido,9042361,7,No,3,3,3,4,5,3,3,No
20,Tecnico,Backend,Lead,1,Hibrido,Indefinido,15217767,19,Si,3,4,3,2,4,2,3,Si
22,Universitario,Frontend,Trainee,60,Presencial,Indefinido,4109970,4,No,4,2,2,2,4,3,5,No
20,Posgrado,Backend,Junior,45,Presencial,Indefinido,6188241,12,Si,5,2,5,3,2,2,2,No
28,Posgrado,Backend,Junior,33,Presencial,Eventual,5146004,2,No,2,4,3,3,3,2,3,Si
34,Universitario,Fullstack,Semi-Senior,5,Remoto,Plazo fijo,7187486,9,No,3,2,4,2,3,3,4,No
39,Universitario,DevOps,Junior,4,Remoto,Indefinido,7569472,0,No,4,2,2,5,4,3,5,No
30,Universitario,Fullstack,Lead,2,Hibrido,Indefinido,16628782,16,Si,2,2,4,5,3,2,3,No
39,Universitario,Frontend,Semi-Senior,31,Remoto,Eventual,10388284,0,Si,3,1,4,4,4,4,3,No
21,Universitario,Data,Semi-Senior,64,Hibrido,Indefinido,8426360,9,No,3,5,3,3,3,3,3,No
20,Tecnico,Data,Junior,14,Remoto,Indefinido,6233391,0,Si,3,5,3,4,2,1,2,No
29,Posgrado,DevOps,Semi-Senior,4,Remoto,Indefinido,7366590,2,No,4,0,2,3,3,3,5,No
32,Universitario,Data,Semi-Senior,18,Hibrido,Eventual,7094702,5,No,5,0,2,4,2,3,3,No
29,Tecnico,Fullstack,Senior,11,Hibrido,Indefinido,13202661,4,Si,3,2,3,3,3,2,4,No
20,Universitario,Data,Senior,12,Presencial,Indefinido,15550056,1,No,4,1,2,4,5,2,4,Si
29,Universitario,Frontend,Semi-Senior,24,Hibrido,Eventual,8162886,3,No,3,2,3,4,3,4,5,No
22,Posgrado,Backend,Lead,31,Remoto,Indefinido,19075341,10,Si,4,1,3,4,2,2,3,No
34,Universitario,Backend,Senior,3,Hibrido,Indefinido,13929386,8,Si,4,3,4,5,2,2,3,No
32,Universitario,Backend,Senior,1,Remoto,Indefinido,17401391,0,No,5,2,4,4,3,5,4,Si
24,Secundaria,Frontend,Trainee,120,Remoto,Eventual,3260440,11,Si,5,0,3,3,3,4,1,No
26,Universitario,Mobile,Trainee,7,Presencial,Indefinido,4166495,0,No,2,2,3,2,4,3,5,No
23,Universitario,DevOps,Junior,2,Remoto,Eventual,7517253,6,Si,3,2,3,1,5,1,5,No
29,Secundaria,Fullstack,Semi-Senior,6,Remoto,Plazo fijo,7958101,2,No,3,0,3,4,2,3,3,No
35,Universitario,Frontend,Semi-Senior,1,Remoto,Indefinido,11890618,7,Si,3,0,3,3,4,2,2,Si
24,Universitario,DevOps,Semi-Senior,12,Remoto,Eventual,7069519,2,No,2,0,3,3,4,4,4,No
33,Tecnico,Mobile,Senior,39,Remoto,Indefinido,18838236,33,No,3,5,4,2,3,2,3,No
26,Universitario,Backend,Senior,11,Presencial,Indefinido,11960655,2,Si,3,3,3,4,3,4,3,No
25,Universitario,Mobile,Lead,15,Remoto,Indefinido,24585296,2,Si,3,2,5,3,2,3,3,No
29,Secundaria,Backend,Junior,28,Presencial,Indefinido,6641924,2,No,5,2,2,5,3,2,3,No
23,Universitario,Backend,Senior,18,Remoto,Indefinido,13979674,18,No,3,1,4,5,5,4,4,No
26,Posgrado,QA,Junior,48,Remoto,Indefinido,6792056,8,Si,3,3,3,3,2,3,2,No
22,Posgrado,Backend,Junior,49,Hibrido,Indefinido,4658988,10,Si,4,1,3,4,3,1,1,No
41,Posgrado,Fullstack,Junior,1,Hibrido,Plazo fijo,7428455,20,Si,3,2,3,4,1,2,4,No
30,Universitario,QA,Semi-Senior,37,Hibrido,Indefinido,9611895,19,Si,3,0,4,3,4,3,4,No
25,Tecnico,Mobile,Semi-Senior,15,Hibrido,Eventual,9027787,10,No,3,2,2,3,1,3,3,No
31,Universitario,Frontend,Senior,108,Hibrido,Indefinido,15233384,1,No,5,4,3,3,1,4,3,No
29,Universitario,Frontend,Junior,16,Remoto,Indefinido,4606242,14,Si,3,3,4,2,3,4,4,No
28,Posgrado,Frontend,Senior,105,Remoto,Indefinido,18369080,1,No,3,1,2,4,4,2,3,No
33,Tecnico,Mobile,Semi-Senior,34,Remoto,Indefinido,12852373,10,Si,4,1,3,3,4,2,3,No
34,Universitario,Fullstack,Junior,7,Presencial,Indefinido,5427281,9,No,3,1,3,2,4,2,4,No
26,Tecnico,Frontend,Semi-Senior,19,Remoto,Plazo fijo,11361707,11,Si,5,1,2,3,1,1,3,No
26,Universitario,Data,Junior,117,Remoto,Eventual,4756392,6,Si,3,1,2,4,3,3,2,No
28,Universitario,Fullstack,Semi-Senior,47,Hibrido,Eventual,11215272,8,No,5,2,4,3,2,4,3,Si
20,Universitario,Backend,Semi-Senior,3,Presencial,Indefinido,10380145,24,Si,4,1,3,2,1,3,3,No
20,Universitario,Fullstack,Junior,30,Hibrido,Eventual,6084156,0,No,3,2,3,4,4,3,3,No
38,Universitario,Mobile,Junior,11,Remoto,Indefinido,7373382,2,No,3,2,3,2,4,2,4,No
39,Universitario,Frontend,Semi-Senior,1,Hibrido,Indefinido,10055450,7,Si,3,2,2,3,2,2,4,Si
28,Universitario,Backend,Lead,13,Remoto,Eventual,16390179,26,No,3,1,3,4,2,1,3,No
33,Posgrado,DevOps,Semi-Senior,7,Hibrido,Plazo fijo,12851361,0,Si,3,2,3,3,3,1,3,No
31,Posgrado,Fullstack,Senior,42,Remoto,Indefinido,19314052,0,No,4,0,3,3,3,2,3,No
48,Universitario,Fullstack,Semi-Senior,10,Presencial,Indefinido,12736077,0,Si,2,0,4,5,3,3,3,No
36,Universitario,Fullstack,Lead,43,Hibrido,Indefinido,18771414,0,Si,4,2,1,3,3,4,3,No
29,Universitario,Frontend,Senior,1,Hibrido,Plazo fijo,11746470,19,Si,3,1,4,5,3,5,1,Si
24,Universitario,Frontend,Semi-Senior,9,Presencial,Indefinido,8932893,10,No,4,1,2,4,2,3,3,No
20,Universitario,Fullstack,Semi-Senior,7,Remoto,Eventual,11347633,9,No,4,7,4,3,3,2,4,No
31,Posgrado,Backend,Senior,7,Presencial,Indefinido,18068566,5,Si,3,0,3,3,3,3,5,No
25,Secundaria,Frontend,Semi-Senior,2,Remoto,Indefinido,8572762,12,Si,4,0,4,2,3,2,4,Si
21,Posgrado,QA,Junior,5,Hibrido,Indefinido,6418517,1,Si,3,3,3,4,3,2,3,No
26,Universitario,Data,Trainee,20,Hibrido,Indefinido,4795209,3,No,4,1,4,5,4,3,2,No
23,Universitario,DevOps,Senior,9,Presencial,Indefinido,14459544,5,No,4,1,2,3,2,3,2,No
40,Universitario,QA,Senior,13,Presencial,Plazo fijo,18272268,0,Si,4,0,3,2,4,2,3,No
35,Posgrado,Backend,Junior,12,Remoto,Eventual,7330095,4,Si,3,7,1,4,2,2,3,Si
29,Universitario,Data,Semi-Senior,51,Hibrido,Eventual,12755432,3,No,5,3,4,3,3,4,3,No
