edad,nivel_formacion,rol_tecnologico,seniority,antiguedad_meses,modalidad_trabajo,tipo_contrato,salario_mensual,cantidad_horas_extra_mes,capacitacion_ultimo_anio,evaluacion_desempeno,cantidad_empresas_anteriores,satisfaccion_laboral,satisfaccion_ambiente,equilibrio_vida_trabajo,estancamiento_carrera,feedback_lider,desercion
37,Posgrado,DevOps,Semi-Senior,18,Presencial,Indefinido,8433132,2,Si,4,2,4,1,4,4,3,No
38,Universitario,Fullstack,Junior,40,Hibrido,Indefinido,4534113,16,No,2,3,3,2,4,3,3,Si
30,Posgrado,Frontend,Senior,8,Presencial,Indefinido,14584082,9,Si,3,2,4,3,4,2,2,No
27,Universitario,Mobile,Semi-Senior,38,Hibrido,Plazo fijo,9279611,2,No,4,2,4,4,2,3,3,No
28,Universitario,Fullstack,Trainee,4,Remoto,Indefinido,3876024,10,No,4,3,3,5,3,2,5,Si
25,Universitario,Mobile,Junior,18,Remoto,Indefinido,6110082,30,No,2,2,4,3,2,3,2,No
25,Universitario,DevOps,Senior,18,Presencial,Indefinido,18124055,10,No,4,4,3,4,2,2,4,No
31,Universitario,Fullstack,Trainee,9,Presencial,Indefinido,3730064,13,Si,2,1,2,3,2,1,2,No
29,Tecnico,Backend,Senior,46,Remoto,Plazo fijo,16432767,9,No,3,1,2,4,1,4,4,Si
26,Universitario,QA,Lead,70,Presencial,Plazo fijo,22166875,14,Si,4,3,2,3,3,5,5,No
35,Universitario,Backend,Senior,22,Remoto,Indefinido,12545078,11,Si,4,0,4,3,1,3,3,No
24,Universitario,Frontend,Semi-Senior,5,Remoto,Plazo fijo,9046454,14,No,3,3,4,3,4,4,4,No
28,Tecnico,Mobile,Semi-Senior,24,Presencial,Plazo fijo,7959481,6,No,4,3,5,4,2,3,1,No
26,Universitario,Backend,Senior,20,Presencial,Plazo fijo,18026542,8,No,3,1,3,4,4,1,3,No
34,Universitario,Frontend,Trainee,25,Presencial,Indefinido,3923864,27,Si,3,0,3,3,2,2,3,No
26,Universitario,Mobile,Semi-Senior,3,Remoto,Indefinido,8504927,6,Si,4,3,3,4,2,3,2,No
34,Posgrado,Mobile,Junior,20,Hibrido,Indefinido,7985751,2,No,4,1,2,3,1,2,4,Si
31,Universitario,Fullstack,Semi-Senior,27,Hibrido,Indefinido,7371127,22,No,3,2,4,3,2,3,2,Si
27,Secundaria,Backend,Junior,7,Remoto,Indefinido,5307487,6,No,4,3,5,3,3,4,5,No
29,Universitario,Frontend,Junior,2,Hibrido,Indefinido,7080187,5,No,4,2,3,3,2,3,4,No
33,Universitario,Mobile,Junior,14,Presencial,Plazo fijo,5862903,10,No,4,0,4,4,3,2,4,No
25,Universitario,Frontend,Junior,103,Presencial,Indefinido,6867565,7,Si,4,2,3,3,2,2,2,No
25,Secundaria,Fullstack,Senior,38,Hibrido,Indefinido,13801282,0,No,5,1,3,2,3,3,4,No
22,Secundaria,Frontend,Junior,8,Presencial,Eventual,7061911,14,No,3,2,4,5,3,3,3,No
28,Tecnico,Backend,Lead,22,Presencial,Eventual,16348550,9,No,4,3,5,5,3,2,4,No
34,Universitario,Frontend,Semi-Senior,10,Remoto,Indefinido,7493289,7,No,2,1,5,2,3,2,1,No
32,Universitario,Fullstack,Semi-Senior,1,Remoto,Indefinido,11223381,18,No,3,3,2,4,2,3,3,Si
23,Universitario,Data,Senior,15,Presencial,Plazo fijo,12448508,16,No,5,0,5,2,1,2,4,No
25,Universitario,QA,Lead,33,Remoto,Indefinido,27391360,31,Si,2,1,4,4,2,2,3,No
28,Universitario,Backend,Semi-Senior,42,Remoto,Indefinido,10041816,4,No,3,3,3,3,4,3,4,No
25,Universitario,Frontend,Trainee,8,Presencial,Indefinido,3087927,5,No,3,1,4,2,4,3,5,No
33,Posgrado,Data,Lead,13,Hibrido,Indefinido,21248435,20,Si,3,2,4,3,2,2,3,No
34,Secundaria,Mobile,Lead,49,Hibrido,Indefinido,26337848,2,No,3,3,5,4,3,2,4,No
29,Universitario,Backend,Semi-Senior,8,Remoto,Indefinido,11641043,16,No,4,1,3,3,3,4,3,No
25,Posgrado,Fullstack,Senior,1,Hibrido,Eventual,12190516,14,No,3,2,1,5,3,2,3,Si
31,Universitario,Backend,Senior,92,Hibrido,Indefinido,16182264,12,No,4,6,1,2,2,3,3,Si
23,Universitario,Backend,Senior,103,Hibrido,Indefinido,14282111,18,Si,3,2,4,4,4,4,4,No
23,Posgrado,QA,Semi-Senior,55,Remoto,Plazo fijo,12563098,11,No,3,2,3,3,4,5,4,No
27,Universitario,Frontend,Trainee,97,Presencial,Indefinido,3552031,2,Si,3,1,3,3,3,3,3,Si
25,Universitario,DevOps,Senior,18,Presencial,Eventual,19419183,0,Si,3,0,3,2,2,4,3,No
36,Universitario,Frontend,Junior,26,Hibrido,Plazo fijo,6797705,10,No,4,1,3,3,2,2,3,No
26,Universitario,DevOps,Trainee,15,Hibrido,Indefinido,4668433,4,Si,3,2,3,4,2,3,3,No
28,Universitario,Frontend,Senior,42,Hibrido,Eventual,19591082,10,Si,2,3,5,2,3,4,3,No
20,Tecnico,Backend,Senior,32,Presencial,Indefinido,17573722,1,Si,4,3,4,4,4,5,4,No
35,Universitario,Fullstack,Lead,34,Hibrido,Indefinido,24033988,18,Si,4,1,3,4,1,2,3,No
38,Universitario,Data,Junior,16,Hibrido,Indefinido,6484040,18,Si,5,0,4,4,3,2,3,No
27,Universitario,Frontend,Semi-Senior,9,Presencial,Indefinido,11132407,10,No,3,6,2,2,2,1,4,No
30,Universitario,Backend,Trainee,13,Remoto,Indefinido,3164088,3,Si,4,5,3,3,3,1,2,No
31,Secundaria,Fullstack,Senior,15,Presencial,Indefinido,11685486,16,No,3,1,5,3,2,3,3,No
27,Posgrado,Mobile,Senior,79,Presencial,Eventual,11786241,0,Si,4,1,4,4,4,3,2,No
30,Universitario,Mobile,Semi-Senior,27,Presencial,Plazo fijo,9785866,2,Si,3,2,4,4,3,2,3,No
31,Secundaria,Backend,Senior,8,Remoto,Plazo fijo,11580914,4,Si,3,5,3,2,2,2,4,Si
29,Posgrado,Data,Senior,43,Remoto,Indefinido,16208495,21,Si,4,2,4,3,4,2,2,No
23,Universitario,Frontend,Lead,24,Remoto,Eventual,20551884,1,No,5,1,5,3,5,1,3,No
30,Universitario,Data,Semi-Senior,3,Presencial,Eventual,7679078,12,No,4,1,3,2,4,5,4,No
31,Tecnico,Fullstack,Senior,100,Hibrido,Indefinido,11754599,3,Si,3,5,3,4,2,4,2,Si
33,Universitario,Frontend,Semi-Senior,103,Hibrido,Eventual,12425118,22,Si,3,1,2,2,2,3,3,No
26,Universitario,Fullstack,Junior,8,Presencial,Indefinido,5369459,4,No,4,1,3,3,2,3,3,No
23,Tecnico,Backend,Senior,60,Hibrido,Plazo fijo,12977375,2,No,3,4,3,2,5,3,3,No
35,Universitario,DevOps,Junior,10,Hibrido,Indefinido,6154040,20,Si,2,2,4,3,2,5,4,No
34,Universitario,QA,Semi-Senior,4,Hibrido,Indefinido,12671947,8,Si,3,1,2,3,2,1,4,No
22,Universitario,Mobile,Lead,3,Presencial,Indefinido,21248603,2,Si,3,3,3,5,2,5,2,Si
25,Universitario,Backend,Senior,53,Presencial,Eventual,11165691,0,No,4,2,3,3,4,5,3,No
24,Universitario,Fullstack,Trainee,3,Presencial,Eventual,3331880,5,Si,4,3,1,4,4,3,3,Si
25,Posgrado,Backend,Semi-Senior,19,Hibrido,Plazo fijo,11734656,0,No,4,0,4,3,5,3,1,No
27,Universitario,Mobile,Senior,10,Hibrido,Eventual,16354308,3,No,3,0,5,2,5,4,3,No
24,Universitario,Data,Semi-Senior,13,Hibrido,Indefinido,12120569,8,No,2,3,2,2,3,3,2,No
33,Universitario,Backend,Senior,4,Hibrido,Indefinido,13408485,5,No,3,1,2,3,3,3,2,No
24,Universitario,Frontend,Semi-Senior,9,Hibrido,Indefinido,11349597,4,No,4,1,4,3,5,4,4,No
30,Universitario,Mobile,Semi-Senior,16,Presencial,Indefinido,7972132,9,No,3,0,4,2,2,2,4,No
31,Universitario,Mobile,Senior,1,Remoto,Eventual,13456668,3,Si,4,1,4,4,2,2,5,No
21,Universitario,QA,Junior,54,Hibrido,Indefinido,6847254,25,No,4,1,3,5,2,4,2,No
31,Universitario,Backend,Junior,27,Hibrido,Indefinido,4948970,6,Si,4,2,5,3,4,3,2,No
29,Universitario,Frontend,Junior,8,Remoto,Indefinido,4707701,4,No,5,4,4,4,4,5,2,No
30,Tecnico,Mobile,Semi-Senior,15,Presencial,Indefinido,12546027,17,No,3,3,2,3,3,4,3,Si
26,Tecnico,Fullstack,Lead,3,Remoto,Indefinido,22300967,1,Si,3,2,2,3,3,1,3,No
29,Universitario,Mobile,Lead,48,Remoto,Indefinido,25764836,4,Si,3,4,2,3,3,2,2,No
20,Universitario,DevOps,Junior,45,Presencial,Plazo fijo,5367726,41,No,4,1,5,5,3,3,2,No
24,Universitario,QA,Senior,2,Remoto,Indefinido,18630157,0,Si,3,0,3,3,3,4,3,No
25,Universitario,Fullstack,Junior,5,Hibrido,Plazo fijo,5966206,5,No,4,5,4,4,4,3,5,Si
24,Tecnico,DevOps,Semi-Senior,8,Remoto,Indefinido,8047462,13,No,4,1,2,4,4,4,2,No
29,Posgrado,Backend,Semi-Senior,15,Presencial,Plazo fijo,10677112,8,Si,4,4,3,2,4,4,4,No
28,Universitario,Backend,Junior,25,Remoto,Indefinido,7648626,8,Si,2,0,5,5,3,3,2,No
34,Secundaria,Fullstack,Semi-Senior,21,Hibrido,Indefinido,9128705,1,No,5,3,2,4,4,3,3,No
35,Posgrado,Fullstack,Trainee,71,Presencial,Indefinido,3976518,0,Si,4,3,3,5,2,5,3,No
22,Tecnico,Fullstack,Semi-Senior,5,Presencial,Indefinido,9291628,19,Si,4,0,4,5,1,4,4,Si
34,Universitario,Fullstack,Trainee,41,Remoto,Plazo fijo,4184309,23,Si,3,1,2,2,2,3,4,Si
25,Secundaria,DevOps,Semi-Senior,90,Hibrido,Indefinido,10423363,5,Si,3,1,4,4,3,2,4,No
30,Universitario,Data,Junior,18,Hibrido,Plazo fijo,7122618,2,Si,4,1,4,3,3,3,4,No
20,Tecnico,Frontend,Semi-Senior,10,Hibrido,Indefinido,12218555,0,No,4,2,4,5,4,3,4,No
33,Universitario,Backend,Semi-Senior,16,Hibrido,Indefinido,9247767,3,No,4,0,2,2,2,3,3,No
49,Universitario,Backend,Semi-Senior,42,Hibrido,Eventual,9409487,22,Si,4,2,4,3,2,5,3,No
32,Tecnico,Frontend,Trainee,2,Presencial,Indefinido,4966916,1,Si,4,4,5,2,3,1,3,No
32,Universitario,Backend,Senior,20,Remoto,Plazo fijo,19029390,9,No,3,4,3,5,3,2,4,No
31,Tecnico,QA,Junior,104,Remoto,Indefinido,4926555,7,Si,5,0,4,3,3,4,1,No
30,Universitario,Fullstack,Lead,12,Hibrido,Indefinido,25439964,1,No,3,3,3,3,4,4,4,No
27,Universitario,Fullstack,Junior,14,Hibrido,Indefinido,7621931,14,Si,3,2,1,3,3,3,2,Si
25,Universitario,Mobile,Semi-Senior,6,Remoto,Indefinido,8024877,28,No,2,1,2,3,2,3,3,Si
25,Posgrado,Backend,Semi-Senior,14,Hibrido,Indefinido,10356212,2,Si,4,2,4,5,4,2,2,No
25,Universitario,Frontend,Trainee,1,Presencial,Plazo fijo,4323054,6,No,4,1,5,4,3,3,4,No
23,Secundaria,Mobile,Lead,20,Hibrido,Indefinido,26858627,4,Si,2,0,3,3,3,1,3,Si
25,Universitario,Frontend,Junior,13,Hibrido,Indefinido,4635369,12,No,3,3,3,4,1,3,3,Si
